setup_id,time_s,dof,acc_mps2
1,0.29,4,-0.02151022
1,0.295,1,-0.01811711
1,0.295,2,-0.02081441
1,0.295,3,-0.02283269
1,0.295,4,-0.02347888
1,0.3,1,-0.02065247
1,0.3,2,-0.02030042
1,0.3,3,-0.02439693
1,0.3,4,-0.02322459
1,0.305,1,-0.01935638
1,0.305,2,-0.01953708
1,0.305,3,-0.02192232
1,0.305,4,-0.02158514
1,0.31,1,-0.02004817
1,0.31,2,-0.02144929
1,0.31,3,-0.02210821
1,0.31,4,-0.02028855
1,0.315,1,-0.01807521
1,0.315,2,-0.0194422
1,0.315,3,-0.01712652
1,0.315,4,-0.02066666
1,0.32,1,-0.01751412
1,0.32,2,-0.01849605
1,0.32,3,-0.01935775
1,0.32,4,-0.01680165
1,0.325,1,-0.01542233
1,0.325,2,-0.01881386
1,0.325,3,-0.01796085
1,0.325,4,-0.01693048
1,0.33,1,-0.01476549
1,0.33,2,-0.01720846
1,0.33,3,-0.01808814
1,0.33,4,-0.01736608
1,0.335,1,-0.01416505
1,0.335,2,-0.01434593
1,0.335,3,-0.01370932
1,0.335,4,-0.01429566
1,0.34,1,-0.0138867
1,0.34,2,-0.01468477
1,0.34,3,-0.01199817
1,0.34,4,-0.01128911
1,0.345,1,-0.01034999
1,0.345,2,-0.0104159
1,0.345,3,-0.01093218
1,0.345,4,-0.00860094
1,0.35,1,-0.01034587
1,0.35,2,-0.01061293
1,0.35,3,-0.00989212
1,0.35,4,-0.00905857
1,0.355,1,-0.01148264
1,0.355,2,-0.0087964
1,0.355,3,-0.00802222
1,0.355,4,-0.0076461
1,0.36,1,-0.00941194
1,0.36,2,-0.00786914
1,0.36,3,-0.00575785
1,0.36,4,-0.00637275
1,0.365,1,-0.0088706
1,0.365,2,-0.00841703
1,0.365,3,-0.00705676
1,0.365,4,-0.00712623
1,0.37,1,-0.00842429
1,0.37,2,-0.00763156
1,0.37,3,-0.00494874
1,0.37,4,-0.00467441
1,0.375,1,-0.00743984
1,0.375,2,-0.00852113
1,0.375,3,-0.00618789
1,0.375,4,-0.00678142
1,0.38,1,-0.00852695
1,0.38,2,-0.00770254
1,0.38,3,-0.00789378
1,0.38,4,-0.00387944
1,0.385,1,-0.00876699
1,0.385,2,-0.01047271
1,0.385,3,-0.00698484
1,0.385,4,-0.00666884
1,0.39,1,-0.00989334
1,0.39,2,-0.00862065
1,0.39,3,-0.00762802
1,0.39,4,-0.00875634
1,0.395,1,-0.01161282
1,0.395,2,-0.00883014
1,0.395,3,-0.00719851
1,0.395,4,-0.00527039
1,0.4,1,-0.00915049
1,0.4,2,-0.01211223
1,0.4,3,-0.00814717
1,0.4,4,-0.00948003
1,0.405,1,-0.00972863
1,0.405,2,-0.0101428
1,0.405,3,-0.01035643
1,0.405,4,-0.00582182
1,0.41,1,-0.01093987
1,0.41,2,-0.01247408
1,0.41,3,-0.00906213
1,0.41,4,-0.00866706
1,0.415,1,-0.01154653
1,0.415,2,-0.01106007
1,0.415,3,-0.00794065
1,0.415,4,-0.00927485
1,0.42,1,-0.01124244
1,0.42,2,-0.00861235
1,0.42,3,-0.00991146
1,0.42,4,-0.00736078
1,0.425,1,-0.01109889
1,0.425,2,-0.01077796
1,0.425,3,-0.00802861
1,0.425,4,-0.00700799
1,0.43,1,-0.0118487
1,0.43,2,-0.00784182
1,0.43,3,-0.00732233
1,0.43,4,-0.00664343
1,0.435,1,-0.01104202
1,0.435,2,-0.00979135
1,0.435,3,-0.00620009
1,0.435,4,-0.00586661
1,0.44,1,-0.00938116
1,0.44,2,-0.00852144
1,0.44,3,-0.00605161
1,0.44,4,-0.00499382
1,0.445,1,-0.0084856
1,0.445,2,-0.00781713
1,0.445,3,-0.00503684
1,0.445,4,-0.00332015
1,0.45,1,-0.00878294
1,0.45,2,-0.00779369
1,0.45,3,-0.00600438
1,0.45,4,-0.00384494
1,0.455,1,-0.00910153
1,0.455,2,-0.00539917
1,0.455,3,-0.00433833
1,0.455,4,-0.00067523
1,0.46,1,-0.00533626
1,0.46,2,-0.00561929
1,0.46,3,-0.00511582
1,0.46,4,-0.00181893
1,0.465,1,-0.00723735
1,0.465,2,-0.00656077
1,0.465,3,-0.0031485
1,0.465,4,-0.00040195
1,0.47,1,-0.00720123
1,0.47,2,-0.00530825
1,0.47,3,-0.00303236
1,0.47,4,0.001793
1,0.475,1,-0.00648644
1,0.475,2,-0.00485069
1,0.475,3,-0.00204519
1,0.475,4,0.00162199
1,0.48,1,-0.00656212
1,0.48,2,-0.00299671
1,0.48,3,-0.00033242
1,0.48,4,0.00207524
1,0.485,1,-0.00394672
1,0.485,2,-0.00341924
1,0.485,3,0.00073684
1,0.485,4,0.00122812
1,0.49,1,-0.00507982
1,0.49,2,-0.00094743
1,0.49,3,0.00118872
1,0.49,4,0.00279746
1,0.495,1,-0.00503097
1,0.495,2,-0.00069504
1,0.495,3,0.00064007
1,0.495,4,0.00276755
1,0.5,1,-0.00342213
1,0.5,2,7.746e-05
1,0.5,3,0.00023291
1,0.5,4,0.00510606
1,0.505,1,-0.00128369
1,0.505,2,0.00056244
1,0.505,3,0.00468002
1,0.505,4,0.00659366
1,0.51,1,-0.00048398
1,0.51,2,0.00203292
1,0.51,3,0.00584396
1,0.51,4,0.00589659
1,0.515,1,0.00162647
1,0.515,2,0.00386072
1,0.515,3,0.00693362
1,0.515,4,0.00924055
1,0.52,1,0.00406214
1,0.52,2,0.00762093
1,0.52,3,0.00898899
1,0.52,4,0.01049117
1,0.525,1,0.00506225
1,0.525,2,0.00936038
1,0.525,3,0.01132204
1,0.525,4,0.01414843
1,0.53,1,0.00788826
1,0.53,2,0.01091005
1,0.53,3,0.01283993
1,0.53,4,0.01455388
1,0.535,1,0.01104179
1,0.535,2,0.01142674
1,0.535,3,0.01582192
1,0.535,4,0.017215
1,0.54,1,0.01449865
1,0.54,2,0.01757118
1,0.54,3,0.01668238
1,0.54,4,0.01833749
1,0.545,1,0.01555954
1,0.545,2,0.01927308
1,0.545,3,0.01708965
1,0.545,4,0.0204747
1,0.55,1,0.01601122
1,0.55,2,0.01649635
1,0.55,3,0.01834652
1,0.55,4,0.01994097
1,0.555,1,0.02014888
1,0.555,2,0.01961224
1,0.555,3,0.02133447
1,0.555,4,0.02113601
1,0.56,1,0.02088385
1,0.56,2,0.02037001
1,0.56,3,0.02365867
1,0.56,4,0.02186599
1,0.565,1,0.02024642
1,0.565,2,0.02212814
1,0.565,3,0.02268605
1,0.565,4,0.02438626
1,0.57,1,0.02138948
1,0.57,2,0.02085055
1,0.57,3,0.02194337
1,0.57,4,0.02201821
1,0.575,1,0.02177205
1,0.575,2,0.02201854
1,0.575,3,0.02175563
1,0.575,4,0.02262689
1,0.58,1,0.019844
1,0.58,2,0.02062862
1,0.58,3,0.02098929
1,0.58,4,0.0220246
1,0.585,1,0.01919975
1,0.585,2,0.01915331
1,0.585,3,0.01831628
1,0.585,4,0.01955467
1,0.59,1,0.01731143
1,0.59,2,0.01827316
1,0.59,3,0.01571322
1,0.59,4,0.01799802
1,0.595,1,0.01493468
1,0.595,2,0.01535718
1,0.595,3,0.01672049
1,0.595,4,0.01351724
1,0.6,1,0.01442416
1,0.6,2,0.01429756
1,0.6,3,0.01260993
1,0.6,4,0.01400822
1,0.605,1,0.01421558
1,0.605,2,0.01033177
1,0.605,3,0.01011377
1,0.605,4,0.01131234
1,0.61,1,0.00970681
1,0.61,2,0.01009009
1,0.61,3,0.00975832
1,0.61,4,0.00916391
1,0.615,1,0.00925322
1,0.615,2,0.0089381
1,0.615,3,0.00712287
1,0.615,4,0.00795393
1,0.62,1,0.00769917
1,0.62,2,0.00781264
1,0.62,3,0.0059398
1,0.62,4,0.00525398
1,0.625,1,0.00705276
1,0.625,2,0.00626224
1,0.625,3,0.00432501
1,0.625,4,0.00477971
1,0.63,1,0.00800285
1,0.63,2,0.0059729
1,0.63,3,0.00532375
1,0.63,4,0.00403442
1,0.635,1,0.00723381
1,0.635,2,0.00569717
1,0.635,3,0.00442531
1,0.635,4,0.00365237
1,0.64,1,0.00642349
1,0.64,2,0.00442354
1,0.64,3,0.00420585
1,0.64,4,0.00084687
1,0.645,1,0.00668946
1,0.645,2,0.00611178
1,0.645,3,0.00568958
1,0.645,4,0.00314127
1,0.65,1,0.00819726
1,0.65,2,0.00623494
1,0.65,3,0.00394076
1,0.65,4,0.00207504
1,0.655,1,0.0070337
1,0.655,2,0.00556762
1,0.655,3,0.00627034
1,0.655,4,0.00393731
1,0.66,1,0.00938828
1,0.66,2,0.00778413
1,0.66,3,0.00743005
1,0.66,4,0.00593872
1,0.665,1,0.00898555
1,0.665,2,0.00820808
1,0.665,3,0.00659362
1,0.665,4,0.00397811
1,0.67,1,0.0110402
1,0.67,2,0.01035862
1,0.67,3,0.00777084
1,0.67,4,0.00573212
1,0.675,1,0.01204398
1,0.675,2,0.00735943
1,0.675,3,0.00844604
1,0.675,4,0.00682841
1,0.68,1,0.01077163
1,0.68,2,0.01142397
1,0.68,3,0.00951648
1,0.68,4,0.00666237
1,0.685,1,0.01141134
1,0.685,2,0.00973007
1,0.685,3,0.00806053
1,0.685,4,0.00559591
1,0.69,1,0.01278344
1,0.69,2,0.01097319
1,0.69,3,0.00913123
1,0.69,4,0.00551653
1,0.695,1,0.01314225
1,0.695,2,0.01149678
1,0.695,3,0.00801856
1,0.695,4,0.00514383
1,0.7,1,0.00962484
1,0.7,2,0.00927133
1,0.7,3,0.0061734
1,0.7,4,0.00520409
1,0.705,1,0.01081507
1,0.705,2,0.00648159
1,0.705,3,0.00814277
1,0.705,4,0.00578619
1,0.71,1,0.00757278
1,0.71,2,0.00555466
1,0.71,3,0.00474565
1,0.71,4,0.00200913
1,0.715,1,0.00752564
1,0.715,2,0.00326121
1,0.715,3,0.00358603
1,0.715,4,0.0035581
1,0.72,1,0.00559587
1,0.72,2,0.00438767
1,0.72,3,0.00105698
1,0.72,4,0.00105776
1,0.725,1,0.00539639
1,0.725,2,0.00540934
1,0.725,3,0.00147949
1,0.725,4,-0.00128837
1,0.73,1,0.00510086
1,0.73,2,0.0017961
1,0.73,3,-0.00130723
1,0.73,4,-0.00190799
1,0.735,1,0.00334561
1,0.735,2,0.00135251
1,0.735,3,-0.00077254
1,0.735,4,-0.00394215
1,0.74,1,0.00296057
1,0.74,2,0.00186841
1,0.74,3,-0.00336213
1,0.74,4,-0.0028286
1,0.745,1,0.00135696
1,0.745,2,-0.0016344
1,0.745,3,-0.00086077
1,0.745,4,-0.00545616
1,0.75,1,0.00205411
1,0.75,2,-0.00100823
1,0.75,3,-0.00594384
1,0.75,4,-0.00645867
1,0.755,1,-0.00076364
1,0.755,2,-0.00411223
1,0.755,3,-0.00697684
1,0.755,4,-0.00739195
1,0.76,1,-0.00061155
1,0.76,2,-0.00334462
1,0.76,3,-0.00645162
1,0.76,4,-0.00918485
1,0.765,1,-0.00323088
1,0.765,2,-0.0053115
1,0.765,3,-0.00815319
1,0.765,4,-0.00949316
1,0.77,1,-0.00342208
1,0.77,2,-0.00676294
1,0.77,3,-0.00839304
1,0.77,4,-0.01099782
1,0.775,1,-0.00469815
1,0.775,2,-0.00658612
1,0.775,3,-0.00911633
1,0.775,4,-0.0107834
1,0.78,1,-0.00779379
1,0.78,2,-0.00882838
1,0.78,3,-0.0102589
1,0.78,4,-0.01171888
1,0.785,1,-0.00934049
1,0.785,2,-0.00977699
1,0.785,3,-0.01067906
1,0.785,4,-0.01373189
1,0.79,1,-0.00957228
1,0.79,2,-0.01108529
1,0.79,3,-0.01308156
1,0.79,4,-0.0141472
1,0.795,1,-0.01123847
1,0.795,2,-0.01306179
1,0.795,3,-0.01561562
1,0.795,4,-0.01630647
1,0.8,1,-0.01193694
1,0.8,2,-0.0151257
1,0.8,3,-0.01651986
1,0.8,4,-0.01794237
1,0.805,1,-0.0142615
1,0.805,2,-0.01744853
1,0.805,3,-0.01691174
1,0.805,4,-0.01964558
1,0.81,1,-0.01786854
1,0.81,2,-0.01795228
1,0.81,3,-0.01904596
1,0.81,4,-0.01954507
1,0.815,1,-0.01733326
1,0.815,2,-0.01994985
1,0.815,3,-0.01989603
1,0.815,4,-0.02169219
1,0.82,1,-0.01846554
1,0.82,2,-0.02002307
1,0.82,3,-0.02070205
1,0.82,4,-0.02127104
1,0.825,1,-0.02151158
1,0.825,2,-0.02177196
1,0.825,3,-0.02130822
1,0.825,4,-0.02183004
1,0.83,1,-0.02121767
1,0.83,2,-0.02320947
1,0.83,3,-0.02182061
1,0.83,4,-0.02248171
1,0.835,1,-0.02261457
1,0.835,2,-0.02198877
1,0.835,3,-0.02363661
1,0.835,4,-0.0206665
1,0.84,1,-0.02042592
1,0.84,2,-0.02143671
1,0.84,3,-0.02212715
1,0.84,4,-0.02147288
1,0.845,1,-0.02073973
1,0.845,2,-0.02293059
1,0.845,3,-0.01989307
1,0.845,4,-0.01862695
1,0.85,1,-0.01980738
1,0.85,2,-0.01973365
1,0.85,3,-0.01845504
1,0.85,4,-0.01734416
1,0.855,1,-0.01696049
1,0.855,2,-0.01761983
1,0.855,3,-0.01757279
1,0.855,4,-0.01625961
1,0.86,1,-0.01616098
1,0.86,2,-0.01422564
1,0.86,3,-0.01521093
1,0.86,4,-0.01473428
1,0.865,1,-0.01532337
1,0.865,2,-0.01586005
1,0.865,3,-0.01242416
1,0.865,4,-0.01280064
1,0.87,1,-0.01372227
1,0.87,2,-0.01366312
1,0.87,3,-0.01169408
1,0.87,4,-0.00860546
1,0.875,1,-0.01186722
1,0.875,2,-0.01140777
1,0.875,3,-0.00828435
1,0.875,4,-0.00733132
1,0.88,1,-0.00832521
1,0.88,2,-0.00703817
1,0.88,3,-0.0065229
1,0.88,4,-0.00628549
1,0.885,1,-0.00730936
1,0.885,2,-0.00563959
1,0.885,3,-0.00540389
1,0.885,4,-0.00469185
1,0.89,1,-0.00481324
1,0.89,2,-0.00523056
1,0.89,3,-0.00386331
1,0.89,4,-0.0018441
1,0.895,1,-0.00397161
1,0.895,2,-0.00359331
1,0.895,3,-0.00279686
1,0.895,4,-0.00017005
1,0.9,1,-0.00232592
1,0.9,2,-0.0019034
1,0.9,3,-0.00120084
1,0.9,4,-0.00137474
1,0.905,1,-0.0005784
1,0.905,2,-0.00431636
1,0.905,3,-0.0020533
1,0.905,4,-0.00075545
1,0.91,1,-0.00292331
1,0.91,2,-0.00288944
1,0.91,3,-0.00328483
1,0.91,4,3.786e-05
1,0.915,1,-0.0045367
1,0.915,2,-0.0041346
1,0.915,3,-0.00356917
1,0.915,4,-0.00144427
1,0.92,1,-0.00629861
1,0.92,2,-0.00454315
1,0.92,3,-0.00360187
1,0.92,4,-0.00071332
1,0.925,1,-0.00775068
1,0.925,2,-0.00720438
1,0.925,3,-0.00470811
1,0.925,4,-0.00097894
1,0.93,1,-0.00838096
1,0.93,2,-0.00410219
1,0.93,3,-0.00442167
1,0.93,4,-0.00442391
1,0.935,1,-0.00962244
1,0.935,2,-0.00713635
1,0.935,3,-0.00699548
1,0.935,4,-0.00177038
1,0.94,1,-0.01064246
1,0.94,2,-0.00751105
1,0.94,3,-0.00513067
1,0.94,4,-0.00500081
1,0.945,1,-0.01131441
1,0.945,2,-0.0090729
1,0.945,3,-0.00678952
1,0.945,4,-0.00454319
1,0.95,1,-0.0106687
1,0.95,2,-0.01053979
1,0.95,3,-0.00739479
1,0.95,4,-0.00633711
1,0.955,1,-0.01301133
1,0.955,2,-0.00986515
1,0.955,3,-0.00883645
1,0.955,4,-0.00499703
1,0.96,1,-0.00865998
1,0.96,2,-0.00700373
1,0.96,3,-0.0076053
1,0.96,4,-0.00562769
1,0.965,1,-0.00936445
1,0.965,2,-0.00716405
1,0.965,3,-0.00674276
1,0.965,4,-0.00453993
1,0.97,1,-0.00698876
1,0.97,2,-0.0073858
1,0.97,3,-0.00578929
1,0.97,4,-0.00320118
1,0.975,1,-0.00749
1,0.975,2,-0.00708355
1,0.975,3,-0.00426299
1,0.975,4,-0.00314307
1,0.98,1,-0.00700534
1,0.98,2,-0.0027534
1,0.98,3,-0.00177102
1,0.98,4,-0.00051607
1,0.985,1,-0.00616134
1,0.985,2,-0.00335814
1,0.985,3,0.00018648
1,0.985,4,0.00070825
1,0.99,1,-0.00218628
1,0.99,2,-0.00275114
1,0.99,3,0.00057166
1,0.99,4,0.00477455
1,0.995,1,-0.00402163
1,0.995,2,0.00150164
1,0.995,3,0.00074687
1,0.995,4,0.00470238
1,1.0,1,-0.00058612
1,1.0,2,0.00279286
1,1.0,3,0.00113128
1,1.0,4,0.0045721
1,1.005,1,0.00055493
1,1.005,2,0.00357986
1,1.005,3,0.00498321
1,1.005,4,0.007853
1,1.01,1,0.0013746
1,1.01,2,0.00460372
1,1.01,3,0.00648971
1,1.01,4,0.00975282
1,1.015,1,0.00447341
1,1.015,2,0.00777169
1,1.015,3,0.00799188
1,1.015,4,0.01045747
1,1.02,1,0.00516341
1,1.02,2,0.00724877
1,1.02,3,0.00975797
1,1.02,4,0.01030869
1,1.025,1,0.00661778
1,1.025,2,0.0077177
1,1.025,3,0.00987674
1,1.025,4,0.01121852
1,1.03,1,0.00846855
1,1.03,2,0.00948958
1,1.03,3,0.0128925
1,1.03,4,0.01387857
1,1.035,1,0.00662755
1,1.035,2,0.00948249
1,1.035,3,0.01332663
1,1.035,4,0.01353532
1,1.04,1,0.0082581
1,1.04,2,0.01129429
1,1.04,3,0.01316735
1,1.04,4,0.01391361
1,1.045,1,0.01006324
1,1.045,2,0.01190441
1,1.045,3,0.01151144
1,1.045,4,0.01601546
1,1.05,1,0.01066409
1,1.05,2,0.0146216
1,1.05,3,0.01371498
1,1.05,4,0.01451048
1,1.055,1,0.01380481
1,1.055,2,0.0127039
1,1.055,3,0.01501395
1,1.055,4,0.01727194
1,1.06,1,0.01348157
1,1.06,2,0.01364195
1,1.06,3,0.01664631
1,1.06,4,0.01707667
1,1.065,1,0.01632296
1,1.065,2,0.01691556
1,1.065,3,0.02031263
1,1.065,4,0.01622383
1,1.07,1,0.01624588
1,1.07,2,0.0162806
1,1.07,3,0.01923382
1,1.07,4,0.019269
1,1.075,1,0.01820424
1,1.075,2,0.01753802
1,1.075,3,0.01807989
1,1.075,4,0.01693733
1,1.08,1,0.02024028
1,1.08,2,0.01968655
1,1.08,3,0.0192045
1,1.08,4,0.02031675
1,1.085,1,0.02019835
1,1.085,2,0.02085299
1,1.085,3,0.01832141
1,1.085,4,0.01893027
1,1.09,1,0.02033335
1,1.09,2,0.02071
1,1.09,3,0.02116531
1,1.09,4,0.01868837
1,1.095,1,0.02067224
1,1.095,2,0.02276016
1,1.095,3,0.02089558
1,1.095,4,0.02036433
1,1.1,1,0.02060298
1,1.1,2,0.02120223
1,1.1,3,0.02169456
1,1.1,4,0.01910238
1,1.105,1,0.02156198
1,1.105,2,0.01908998
1,1.105,3,0.01983236
1,1.105,4,0.0190827
1,1.11,1,0.01892846
1,1.11,2,0.02023446
1,1.11,3,0.0175753
1,1.11,4,0.01623019
1,1.115,1,0.01865794
1,1.115,2,0.01989139
1,1.115,3,0.01723708
1,1.115,4,0.01651597
1,1.12,1,0.0165743
1,1.12,2,0.01654497
1,1.12,3,0.01413184
1,1.12,4,0.0132762
1,1.125,1,0.01651071
1,1.125,2,0.0146764
1,1.125,3,0.01489777
1,1.125,4,0.01168894
1,1.13,1,0.01364079
1,1.13,2,0.01405074
1,1.13,3,0.010766
1,1.13,4,0.00826453
1,1.135,1,0.01318578
1,1.135,2,0.01114639
1,1.135,3,0.00713381
1,1.135,4,0.00765585
1,1.14,1,0.00950531
1,1.14,2,0.01042977
1,1.14,3,0.00646517
1,1.14,4,0.00488473
1,1.145,1,0.0071017
1,1.145,2,0.00567635
1,1.145,3,0.00449612
1,1.145,4,0.00200564
1,1.15,1,0.00525801
1,1.15,2,0.00335596
1,1.15,3,0.00190103
1,1.15,4,6.964e-05
1,1.155,1,0.00430436
1,1.155,2,0.00278067
1,1.155,3,0.00065355
1,1.155,4,0.00058543
1,1.16,1,0.00364145
1,1.16,2,0.00187005
1,1.16,3,0.00024156
1,1.16,4,0.00052925
1,1.165,1,0.00316793
1,1.165,2,0.0019954
1,1.165,3,-0.00266922
1,1.165,4,-0.00249737
1,1.17,1,0.00039215
1,1.17,2,0.00071153
1,1.17,3,-9.593e-05
1,1.17,4,-0.00289278
1,1.175,1,0.00310833
1,1.175,2,0.00012511
1,1.175,3,0.00011349
1,1.175,4,-0.00375385
1,1.18,1,0.00271468
1,1.18,2,0.00193652
1,1.18,3,0.00043761
1,1.18,4,-0.0019542
1,1.185,1,0.00560692
1,1.185,2,0.00177197
1,1.185,3,0.00011196
1,1.185,4,-0.00391977
1,1.19,1,0.00635472
1,1.19,2,0.00270975
1,1.19,3,0.00026573
1,1.19,4,0.00103949
1,1.195,1,0.00687589
1,1.195,2,0.00420909
1,1.195,3,0.00100894
1,1.195,4,0.00113333
1,1.2,1,0.00610903
1,1.2,2,0.00398023
1,1.2,3,0.00451048
1,1.2,4,-0.00040834
1,1.205,1,0.0083206
1,1.205,2,0.00658592
1,1.205,3,0.00645937
1,1.205,4,0.00297022
1,1.21,1,0.00655361
